dataSubmitter,traceabilityLotCode,productDescription,quantity,unitOfMeasure,harvestDateAndLocation,traceabilityLotCodeSourceLocation,cteDate,referenceDocumentTypeNumber,contaminated,gtin,sgln,pgln,eventID,parentID
Deep Catches,urn:epc:class:lgtin:0812028.224581.d60dc5396f6f9af96,tilapia,915,lb,"2023-06-04 - 2023-06-13
Major Fishing Area 9
Central Atlantic",0812028.42473,2023-06-16,urn:epcglobal:epcis:LANDING.0812028,0,urn:epc:idpat:sgtin:0812028.224581,urn:epc:id:sgln:0812028.42473,urn:epc:id:pgln:0812028.42473,0812028.42473.7498931,
Fresh Fisheries,urn:epc:class:lgtin:1270184.507451.04f971b0a1dc23942,haddock,131,lb,"2023-06-01 - 2023-06-11
Major Fishing Area 4
Southern Atlantic",1270184.30870,2023-06-13,urn:epcglobal:epcis:LANDING.1270184,0,urn:epc:idpat:sgtin:1270184.507451,urn:epc:id:sgln:1270184.30870,urn:epc:id:pgln:1270184.30870,1270184.30870.5199820,
Harbor Seafoods,urn:epc:class:lgtin:1198043.952192.db2428c383709f33a,mahi mahi,701,lb,"2023-06-21 - 2023-06-28
Major Fishing Area 3
Northern Pacific",1198043.82768,2023-06-29,urn:epcglobal:epcis:LANDING.1198043,0,urn:epc:idpat:sgtin:1198043.952192,urn:epc:id:sgln:1198043.82768,urn:epc:id:pgln:1198043.82768,1198043.82768.9094271,
Fresh Catches,urn:epc:class:lgtin:0627593.415671.17b7cd49952294b6c,crayfish,798,kg,"2023-07-24 - 2023-08-02
Major Fishing Area 10
Southern Atlantic",0627593.82723,2023-08-03,urn:epcglobal:epcis:LANDING.0627593,0,urn:epc:idpat:sgtin:0627593.415671,urn:epc:id:sgln:0627593.82723,urn:epc:id:pgln:0627593.82723,0627593.82723.1492216,
Wave Seafoods,urn:epc:class:lgtin:0780661.412402.ed9435de479c9f175,trout,946,lb,"2023-06-12 - 2023-06-15
Major Fishing Area 7
Central Pacific",0780661.62113,2023-06-17,urn:epcglobal:epcis:LANDING.0780661,0,urn:epc:idpat:sgtin:0780661.412402,urn:epc:id:sgln:0780661.62113,urn:epc:id:pgln:0780661.62113,0780661.62113.7254180,
Coastal Catchers,urn:epc:class:lgtin:1372683.973557.c9d87e6d50b60cfa4,grouper,538,kg,"2023-06-05 - 2023-06-11
Major Fishing Area 3
Central Atlantic",1372683.92429,2023-06-14,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.973557,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.3540636,
Marine Mariscos,urn:epc:class:lgtin:1140380.985267.ed851931e49dbfa03,lobster,444,lb,"2023-06-21 - 2023-06-27
Major Fishing Area 2
Northern Atlantic",1140380.27822,2023-06-29,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.985267,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.9057157,
Aqua Maritime,urn:epc:class:lgtin:1245541.819704.06b0d9f66c2729b3f,pollock,199,lb,"2023-07-22 - 2023-07-31
Major Fishing Area 4
Northern Atlantic",1245541.48887,2023-08-02,urn:epcglobal:epcis:LANDING.1245541,0,urn:epc:idpat:sgtin:1245541.819704,urn:epc:id:sgln:1245541.48887,urn:epc:id:pgln:1245541.48887,1245541.48887.4442050,
Deep Catches,urn:epc:class:lgtin:0812028.112172.704eebea529409d00,jack fish,850,kg,"2023-07-14 - 2023-07-22
Major Fishing Area 10
Central Atlantic",0812028.42473,2023-07-25,urn:epcglobal:epcis:LANDING.0812028,0,urn:epc:idpat:sgtin:0812028.112172,urn:epc:id:sgln:0812028.42473,urn:epc:id:pgln:0812028.42473,0812028.42473.2224984,
Wave Maritime,urn:epc:class:lgtin:0895575.623381.6bd5c5f5422f3545e,jack fish,844,kg,"2023-07-10 - 2023-07-20
Major Fishing Area 6
Northern Pacific",0895575.19728,2023-07-23,urn:epcglobal:epcis:LANDING.0895575,0,urn:epc:idpat:sgtin:0895575.623381,urn:epc:id:sgln:0895575.19728,urn:epc:id:pgln:0895575.19728,0895575.19728.6408389,
Coastal Coast,urn:epc:class:lgtin:1355942.582687.7386f5f48eb05433e,jack fish,314,lb,"2023-07-10 - 2023-07-14
Major Fishing Area 1
Northern Atlantic",1355942.84944,2023-07-16,urn:epcglobal:epcis:LANDING.1355942,0,urn:epc:idpat:sgtin:1355942.582687,urn:epc:id:sgln:1355942.84944,urn:epc:id:pgln:1355942.84944,1355942.84944.5387621,
Tidal Catchers,urn:epc:class:lgtin:1018559.145900.ff2cdc6394b04cd06,crab,648,lb,"2023-06-29 - 2023-07-05
Major Fishing Area 6
Southern Atlantic",1018559.53355,2023-07-06,urn:epcglobal:epcis:LANDING.1018559,0,urn:epc:idpat:sgtin:1018559.145900,urn:epc:id:sgln:1018559.53355,urn:epc:id:pgln:1018559.53355,1018559.53355.3281212,
Deep Aquatics,urn:epc:class:lgtin:0767015.865741.f557fd807824ecc9f,mussels,400,kg,"2023-07-07 - 2023-07-13
Major Fishing Area 5
Northern Atlantic",0767015.69777,2023-07-15,urn:epcglobal:epcis:LANDING.0767015,0,urn:epc:idpat:sgtin:0767015.865741,urn:epc:id:sgln:0767015.69777,urn:epc:id:pgln:0767015.69777,0767015.69777.2748567,
Coastal Coast,urn:epc:class:lgtin:1355942.663409.57d547b0e55088b50,mussels,283,kg,"2023-06-06 - 2023-06-11
Major Fishing Area 7
Central Atlantic",1355942.84944,2023-06-14,urn:epcglobal:epcis:LANDING.1355942,0,urn:epc:idpat:sgtin:1355942.663409,urn:epc:id:sgln:1355942.84944,urn:epc:id:pgln:1355942.84944,1355942.84944.1934620,
Ocean Mariscos,urn:epc:class:lgtin:1348322.525372.04ef5df5063926a8c,mackerel,196,kg,"2023-07-20 - 2023-07-30
Major Fishing Area 7
Southern Pacific",1348322.82144,2023-07-31,urn:epcglobal:epcis:LANDING.1348322,0,urn:epc:idpat:sgtin:1348322.525372,urn:epc:id:sgln:1348322.82144,urn:epc:id:pgln:1348322.82144,1348322.82144.6879522,
Wave Coast,urn:epc:class:lgtin:0916080.237608.c16f474269cf59b9f,tuna,464,kg,"2023-06-10 - 2023-06-14
Major Fishing Area 6
Northern Atlantic",0916080.41569,2023-06-16,urn:epcglobal:epcis:LANDING.0916080,0,urn:epc:idpat:sgtin:0916080.237608,urn:epc:id:sgln:0916080.41569,urn:epc:id:pgln:0916080.41569,0916080.41569.5458247,
Aqua Coast,urn:epc:class:lgtin:1138491.474223.816f25ac4c63eb3c8,tilapia,348,lb,"2023-07-01 - 2023-07-06
Major Fishing Area 6
Central Atlantic",1138491.74552,2023-07-07,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.474223,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.9432854,
Marine Maritime,urn:epc:class:lgtin:1271374.888504.c1a9ee23b124926c6,pollock,662,lb,"2023-07-05 - 2023-07-07
Major Fishing Area 2
Northern Atlantic",1271374.56135,2023-07-08,urn:epcglobal:epcis:LANDING.1271374,0,urn:epc:idpat:sgtin:1271374.888504,urn:epc:id:sgln:1271374.56135,urn:epc:id:pgln:1271374.56135,1271374.56135.8063753,
Coastal Catchers,urn:epc:class:lgtin:1372683.997585.c71b46da23fd95615,snapper,51,kg,"2023-07-02 - 2023-07-05
Major Fishing Area 6
Central Atlantic",1372683.92429,2023-07-07,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.997585,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.2514576,
Deep Catches,urn:epc:class:lgtin:0812028.741034.1ff8e74f45cad0c36,shrimp,750,lb,"2023-07-02 - 2023-07-06
Major Fishing Area 5
Southern Atlantic",0812028.42473,2023-07-07,urn:epcglobal:epcis:LANDING.0812028,0,urn:epc:idpat:sgtin:0812028.741034,urn:epc:id:sgln:0812028.42473,urn:epc:id:pgln:0812028.42473,0812028.42473.5275074,
Deep Delights,urn:epc:class:lgtin:0960575.196911.7884c555d2566c8ce,oysters,742,lb,"2023-06-12 - 2023-06-17
Major Fishing Area 9
Southern Pacific",0960575.31097,2023-06-19,urn:epcglobal:epcis:LANDING.0960575,0,urn:epc:idpat:sgtin:0960575.196911,urn:epc:id:sgln:0960575.31097,urn:epc:id:pgln:0960575.31097,0960575.31097.2285690,
Fresh Seafoods,urn:epc:class:lgtin:0989423.477935.54aa0a3ce791bbdea,haddock,758,kg,"2023-07-19 - 2023-07-26
Major Fishing Area 5
Northern Pacific",0989423.71961,2023-07-29,urn:epcglobal:epcis:LANDING.0989423,0,urn:epc:idpat:sgtin:0989423.477935,urn:epc:id:sgln:0989423.71961,urn:epc:id:pgln:0989423.71961,0989423.71961.8286043,
Fresh Aquatics,urn:epc:class:lgtin:0812950.625604.aee7fcd7dedd7c1d7,crayfish,584,kg,"2023-06-23 - 2023-06-28
Major Fishing Area 7
Northern Atlantic",0812950.51420,2023-06-29,urn:epcglobal:epcis:LANDING.0812950,0,urn:epc:idpat:sgtin:0812950.625604,urn:epc:id:sgln:0812950.51420,urn:epc:id:pgln:0812950.51420,0812950.51420.9303462,
Harbor Maritime,urn:epc:class:lgtin:0798342.672683.4e648389ed4e6bb3c,clams,468,lb,"2023-06-24 - 2023-06-26
Major Fishing Area 9
Southern Atlantic",0798342.16978,2023-06-27,urn:epcglobal:epcis:LANDING.0798342,0,urn:epc:idpat:sgtin:0798342.672683,urn:epc:id:sgln:0798342.16978,urn:epc:id:pgln:0798342.16978,0798342.16978.8992737,
Ocean Aquatics,urn:epc:class:lgtin:0739683.917164.6311cd273f7cabc59,crab,731,lb,"2023-06-27 - 2023-07-02
Major Fishing Area 9
Central Atlantic",0739683.50788,2023-07-05,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.917164,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.1661865,
Ocean Mariscos,urn:epc:class:lgtin:0640562.798490.21380529e959fb80e,crab,454,lb,"2023-07-22 - 2023-07-30
Major Fishing Area 8
Southern Atlantic",0640562.88133,2023-08-01,urn:epcglobal:epcis:LANDING.0640562,0,urn:epc:idpat:sgtin:0640562.798490,urn:epc:id:sgln:0640562.88133,urn:epc:id:pgln:0640562.88133,0640562.88133.2824247,
Marine Bay,urn:epc:class:lgtin:0643885.827747.55d8e2cb7d757378f,snapper,84,lb,"2023-07-24 - 2023-07-27
Major Fishing Area 9
Central Pacific",0643885.54641,2023-07-29,urn:epcglobal:epcis:LANDING.0643885,0,urn:epc:idpat:sgtin:0643885.827747,urn:epc:id:sgln:0643885.54641,urn:epc:id:pgln:0643885.54641,0643885.54641.3432923,
Ocean Catches,urn:epc:class:lgtin:0936963.308526.62bda213385368458,haddock,579,kg,"2023-06-30 - 2023-07-02
Major Fishing Area 5
Southern Atlantic",0936963.69103,2023-07-05,urn:epcglobal:epcis:LANDING.0936963,0,urn:epc:idpat:sgtin:0936963.308526,urn:epc:id:sgln:0936963.69103,urn:epc:id:pgln:0936963.69103,0936963.69103.9220859,
Fresh Seafoods,urn:epc:class:lgtin:0989423.930437.39dc5f1dba6c8633d,grouper,91,kg,"2023-06-29 - 2023-07-06
Major Fishing Area 9
Central Pacific",0989423.71961,2023-07-09,urn:epcglobal:epcis:LANDING.0989423,0,urn:epc:idpat:sgtin:0989423.930437,urn:epc:id:sgln:0989423.71961,urn:epc:id:pgln:0989423.71961,0989423.71961.3969521,
Fresh Bay,urn:epc:class:lgtin:1321636.852841.df27a8f40f6521fbd,salmon,756,kg,"2023-06-12 - 2023-06-20
Major Fishing Area 2
Northern Pacific",1321636.98872,2023-06-23,urn:epcglobal:epcis:LANDING.1321636,0,urn:epc:idpat:sgtin:1321636.852841,urn:epc:id:sgln:1321636.98872,urn:epc:id:pgln:1321636.98872,1321636.98872.1290072,
Fresh Aquatics,urn:epc:class:lgtin:0812950.771380.ac4823683cc14f301,salmon,134,kg,"2023-07-10 - 2023-07-15
Major Fishing Area 4
Central Atlantic",0812950.51420,2023-07-17,urn:epcglobal:epcis:LANDING.0812950,0,urn:epc:idpat:sgtin:0812950.771380,urn:epc:id:sgln:0812950.51420,urn:epc:id:pgln:0812950.51420,0812950.51420.5153129,
Harbor Maritime,urn:epc:class:lgtin:0798342.399973.f48f9b758387ac194,tuna,206,lb,"2023-07-19 - 2023-07-27
Major Fishing Area 3
Northern Atlantic",0798342.16978,2023-07-28,urn:epcglobal:epcis:LANDING.0798342,0,urn:epc:idpat:sgtin:0798342.399973,urn:epc:id:sgln:0798342.16978,urn:epc:id:pgln:0798342.16978,0798342.16978.3848328,
Harbor Catches,urn:epc:class:lgtin:0849861.478187.b2c522af88f136665,trout,915,lb,"2023-07-24 - 2023-08-03
Major Fishing Area 5
Southern Pacific",0849861.41432,2023-08-05,urn:epcglobal:epcis:LANDING.0849861,0,urn:epc:idpat:sgtin:0849861.478187,urn:epc:id:sgln:0849861.41432,urn:epc:id:pgln:0849861.41432,0849861.41432.8697915,
Deep Coast,urn:epc:class:lgtin:0992797.361513.c14d7c8408fdeef5d,pollock,368,kg,"2023-06-15 - 2023-06-24
Major Fishing Area 8
Northern Pacific",0992797.84828,2023-06-25,urn:epcglobal:epcis:LANDING.0992797,0,urn:epc:idpat:sgtin:0992797.361513,urn:epc:id:sgln:0992797.84828,urn:epc:id:pgln:0992797.84828,0992797.84828.7307966,
Deep Bay,urn:epc:class:lgtin:0952084.638950.e450284dcc744b0ec,trout,249,lb,"2023-07-10 - 2023-07-17
Major Fishing Area 6
Northern Atlantic",0952084.72068,2023-07-18,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.638950,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.9696378,
Tidal Maritime,urn:epc:class:lgtin:0618737.890074.dfa7138917b18e4a7,mahi mahi,938,kg,"2023-06-27 - 2023-06-29
Major Fishing Area 1
Southern Atlantic",0618737.79714,2023-07-02,urn:epcglobal:epcis:LANDING.0618737,0,urn:epc:idpat:sgtin:0618737.890074,urn:epc:id:sgln:0618737.79714,urn:epc:id:pgln:0618737.79714,0618737.79714.3535965,
Fresh Seafoods,urn:epc:class:lgtin:0989423.409392.9580e6e91372e5ba3,barracuda,736,lb,"2023-06-25 - 2023-07-04
Major Fishing Area 7
Northern Pacific",0989423.71961,2023-07-07,urn:epcglobal:epcis:LANDING.0989423,0,urn:epc:idpat:sgtin:0989423.409392,urn:epc:id:sgln:0989423.71961,urn:epc:id:pgln:0989423.71961,0989423.71961.9833562,
Tidal Catchers,urn:epc:class:lgtin:1018559.964290.31eaaf8eebddd0216,shrimp,409,lb,"2023-07-08 - 2023-07-11
Major Fishing Area 7
Central Atlantic",1018559.53355,2023-07-14,urn:epcglobal:epcis:LANDING.1018559,0,urn:epc:idpat:sgtin:1018559.964290,urn:epc:id:sgln:1018559.53355,urn:epc:id:pgln:1018559.53355,1018559.53355.7465685,
Deep Seafoods,urn:epc:class:lgtin:0772202.500791.625ce17ec9951d781,swordfish,461,lb,"2023-06-17 - 2023-06-23
Major Fishing Area 5
Northern Atlantic",0772202.90233,2023-06-24,urn:epcglobal:epcis:LANDING.0772202,0,urn:epc:idpat:sgtin:0772202.500791,urn:epc:id:sgln:0772202.90233,urn:epc:id:pgln:0772202.90233,0772202.90233.9846308,
Deep Fisheries,urn:epc:class:lgtin:1090537.335067.e4ad002b5dc6e0863,haddock,688,lb,"2023-07-18 - 2023-07-21
Major Fishing Area 4
Northern Pacific",1090537.28416,2023-07-24,urn:epcglobal:epcis:LANDING.1090537,0,urn:epc:idpat:sgtin:1090537.335067,urn:epc:id:sgln:1090537.28416,urn:epc:id:pgln:1090537.28416,1090537.28416.2621677,
Harbor Delights,urn:epc:class:lgtin:0655191.564364.b46deb61b24ffa0c0,snapper,406,kg,"2023-06-19 - 2023-06-24
Major Fishing Area 3
Central Atlantic",0655191.79928,2023-06-25,urn:epcglobal:epcis:LANDING.0655191,0,urn:epc:idpat:sgtin:0655191.564364,urn:epc:id:sgln:0655191.79928,urn:epc:id:pgln:0655191.79928,0655191.79928.3287814,
Fresh Aquatics,urn:epc:class:lgtin:0812950.260509.6c32a971e4ee49af4,oysters,766,kg,"2023-07-02 - 2023-07-04
Major Fishing Area 3
Central Atlantic",0812950.51420,2023-07-05,urn:epcglobal:epcis:LANDING.0812950,0,urn:epc:idpat:sgtin:0812950.260509,urn:epc:id:sgln:0812950.51420,urn:epc:id:pgln:0812950.51420,0812950.51420.5349884,
Harbor Seafoods,urn:epc:class:lgtin:1198043.287248.22b465a3ced50f59c,mussels,171,kg,"2023-06-24 - 2023-06-29
Major Fishing Area 5
Southern Pacific",1198043.82768,2023-07-02,urn:epcglobal:epcis:LANDING.1198043,0,urn:epc:idpat:sgtin:1198043.287248,urn:epc:id:sgln:1198043.82768,urn:epc:id:pgln:1198043.82768,1198043.82768.8477375,
Deep Fisheries,urn:epc:class:lgtin:1090537.418239.7d16171d590559983,oysters,556,kg,"2023-06-19 - 2023-06-21
Major Fishing Area 5
Southern Pacific",1090537.28416,2023-06-22,urn:epcglobal:epcis:LANDING.1090537,0,urn:epc:idpat:sgtin:1090537.418239,urn:epc:id:sgln:1090537.28416,urn:epc:id:pgln:1090537.28416,1090537.28416.6527846,
Coastal Fisheries,urn:epc:class:lgtin:0640809.972268.36906ae0ae3660e3a,amberjack,514,kg,"2023-06-01 - 2023-06-03
Major Fishing Area 9
Southern Pacific",0640809.92408,2023-06-06,urn:epcglobal:epcis:LANDING.0640809,0,urn:epc:idpat:sgtin:0640809.972268,urn:epc:id:sgln:0640809.92408,urn:epc:id:pgln:0640809.92408,0640809.92408.4049620,
Tidal Catches,urn:epc:class:lgtin:1220781.640141.090c07288cb147f1a,barracuda,722,kg,"2023-06-06 - 2023-06-09
Major Fishing Area 8
Northern Pacific",1220781.89069,2023-06-10,urn:epcglobal:epcis:LANDING.1220781,0,urn:epc:idpat:sgtin:1220781.640141,urn:epc:id:sgln:1220781.89069,urn:epc:id:pgln:1220781.89069,1220781.89069.7485229,
Wave Catches,urn:epc:class:lgtin:1119819.834785.5f5bbde60c98bcf48,clams,32,lb,"2023-07-08 - 2023-07-14
Major Fishing Area 6
Southern Pacific",1119819.31542,2023-07-17,urn:epcglobal:epcis:LANDING.1119819,0,urn:epc:idpat:sgtin:1119819.834785,urn:epc:id:sgln:1119819.31542,urn:epc:id:pgln:1119819.31542,1119819.31542.4514356,
Ocean Aquatics,urn:epc:class:lgtin:0739683.712596.a93f5b17ab67a39f4,mackerel,459,kg,"2023-06-30 - 2023-07-04
Major Fishing Area 2
Central Atlantic",0739683.50788,2023-07-07,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.712596,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.9527615,
Deep Delights,urn:epc:class:lgtin:0831833.709409.ff2b25c99cc450966,jack fish,552,kg,"2023-06-29 - 2023-07-03
Major Fishing Area 3
Southern Atlantic",0831833.69717,2023-07-05,urn:epcglobal:epcis:LANDING.0831833,0,urn:epc:idpat:sgtin:0831833.709409,urn:epc:id:sgln:0831833.69717,urn:epc:id:pgln:0831833.69717,0831833.69717.2080399,
Marine Mariscos,urn:epc:class:lgtin:1140380.870887.f2341e5af1be1e1ee,jack fish,674,kg,"2023-07-23 - 2023-07-31
Major Fishing Area 1
Southern Atlantic",1140380.27822,2023-08-01,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.870887,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.5582261,
Tidal Maritime,urn:epc:class:lgtin:0841036.981224.337afc480eaefc6e3,mussels,43,kg,"2023-07-02 - 2023-07-08
Major Fishing Area 7
Central Atlantic",0841036.42623,2023-07-09,urn:epcglobal:epcis:LANDING.0841036,0,urn:epc:idpat:sgtin:0841036.981224,urn:epc:id:sgln:0841036.42623,urn:epc:id:pgln:0841036.42623,0841036.42623.5878221,
Marine Maritime,urn:epc:class:lgtin:1087774.782786.efdf14df8bfcec440,mahi mahi,285,kg,"2023-07-17 - 2023-07-27
Major Fishing Area 5
Southern Atlantic",1087774.52772,2023-07-30,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.782786,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.9429281,
Deep Coast,urn:epc:class:lgtin:1017085.508252.6d8316efee10f8837,lobster,382,kg,"2023-06-25 - 2023-07-02
Major Fishing Area 3
Central Atlantic",1017085.78688,2023-07-05,urn:epcglobal:epcis:LANDING.1017085,0,urn:epc:idpat:sgtin:1017085.508252,urn:epc:id:sgln:1017085.78688,urn:epc:id:pgln:1017085.78688,1017085.78688.1769938,
Ocean Aquatics,urn:epc:class:lgtin:0634302.616728.5fbb4ba0fc904aa51,barracuda,48,kg,"2023-07-18 - 2023-07-20
Major Fishing Area 8
Central Atlantic",0634302.24525,2023-07-23,urn:epcglobal:epcis:LANDING.0634302,0,urn:epc:idpat:sgtin:0634302.616728,urn:epc:id:sgln:0634302.24525,urn:epc:id:pgln:0634302.24525,0634302.24525.8468173,
Wave Coast,urn:epc:class:lgtin:0675459.785052.df8253e62fc00580a,trout,789,lb,"2023-06-01 - 2023-06-09
Major Fishing Area 5
Southern Atlantic",0675459.59752,2023-06-10,urn:epcglobal:epcis:LANDING.0675459,0,urn:epc:idpat:sgtin:0675459.785052,urn:epc:id:sgln:0675459.59752,urn:epc:id:pgln:0675459.59752,0675459.59752.6202857,
Wave Aquatics,urn:epc:class:lgtin:1170729.302053.eb756d30b20f00ccf,swordfish,640,lb,"2023-06-25 - 2023-06-27
Major Fishing Area 4
Central Atlantic",1170729.83418,2023-06-28,urn:epcglobal:epcis:LANDING.1170729,0,urn:epc:idpat:sgtin:1170729.302053,urn:epc:id:sgln:1170729.83418,urn:epc:id:pgln:1170729.83418,1170729.83418.3243641,
Ocean Aquatics,urn:epc:class:lgtin:0739683.542149.4aeb3dfb18e45922e,trout,872,kg,"2023-06-27 - 2023-07-01
Major Fishing Area 3
Central Atlantic",0739683.50788,2023-07-02,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.542149,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.5288528,
Coastal Catchers,urn:epc:class:lgtin:1372683.557707.1ebeb489ffde16ef9,trout,139,lb,"2023-07-23 - 2023-07-28
Major Fishing Area 5
Northern Atlantic",1372683.92429,2023-07-31,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.557707,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.3997710,
Fresh Aquatics,urn:epc:class:lgtin:0690120.760160.5ab1de5f782e66184,mackerel,977,lb,"2023-06-26 - 2023-07-02
Major Fishing Area 3
Northern Atlantic",0690120.76098,2023-07-05,urn:epcglobal:epcis:LANDING.0690120,0,urn:epc:idpat:sgtin:0690120.760160,urn:epc:id:sgln:0690120.76098,urn:epc:id:pgln:0690120.76098,0690120.76098.1768209,
Harbor Mariscos,urn:epc:class:lgtin:1270910.199179.783f47013df32c942,crayfish,590,kg,"2023-07-04 - 2023-07-10
Major Fishing Area 6
Northern Pacific",1270910.48435,2023-07-11,urn:epcglobal:epcis:LANDING.1270910,0,urn:epc:idpat:sgtin:1270910.199179,urn:epc:id:sgln:1270910.48435,urn:epc:id:pgln:1270910.48435,1270910.48435.5913852,
Wave Coast,urn:epc:class:lgtin:0675459.863965.7fcc159172fac297e,snapper,36,kg,"2023-06-24 - 2023-06-27
Major Fishing Area 2
Central Atlantic",0675459.59752,2023-06-30,urn:epcglobal:epcis:LANDING.0675459,0,urn:epc:idpat:sgtin:0675459.863965,urn:epc:id:sgln:0675459.59752,urn:epc:id:pgln:0675459.59752,0675459.59752.2584962,
Fresh Catches,urn:epc:class:lgtin:0627593.555286.665fdbbee27bffff2,mahi mahi,123,kg,"2023-06-18 - 2023-06-22
Major Fishing Area 7
Central Atlantic",0627593.82723,2023-06-25,urn:epcglobal:epcis:LANDING.0627593,0,urn:epc:idpat:sgtin:0627593.555286,urn:epc:id:sgln:0627593.82723,urn:epc:id:pgln:0627593.82723,0627593.82723.5290101,
Aqua Mariscos,urn:epc:class:lgtin:0623610.907708.3dcaf655009a9e237,salmon,190,kg,"2023-06-04 - 2023-06-08
Major Fishing Area 9
Central Atlantic",0623610.70169,2023-06-10,urn:epcglobal:epcis:LANDING.0623610,0,urn:epc:idpat:sgtin:0623610.907708,urn:epc:id:sgln:0623610.70169,urn:epc:id:pgln:0623610.70169,0623610.70169.1600538,
Marine Aquatics,urn:epc:class:lgtin:1178495.563399.441aed11375a9b370,barracuda,312,lb,"2023-06-18 - 2023-06-20
Major Fishing Area 2
Southern Atlantic",1178495.60027,2023-06-23,urn:epcglobal:epcis:LANDING.1178495,0,urn:epc:idpat:sgtin:1178495.563399,urn:epc:id:sgln:1178495.60027,urn:epc:id:pgln:1178495.60027,1178495.60027.2603260,
Tidal Maritime,urn:epc:class:lgtin:0842166.923341.71630fd7eff75356c,pollock,270,kg,"2023-06-22 - 2023-06-24
Major Fishing Area 2
Northern Atlantic",0842166.53150,2023-06-25,urn:epcglobal:epcis:LANDING.0842166,0,urn:epc:idpat:sgtin:0842166.923341,urn:epc:id:sgln:0842166.53150,urn:epc:id:pgln:0842166.53150,0842166.53150.3236128,
Wave Coast,urn:epc:class:lgtin:0675459.502984.d2001d59c4335e014,cod,823,kg,"2023-07-18 - 2023-07-25
Major Fishing Area 2
Central Atlantic",0675459.59752,2023-07-28,urn:epcglobal:epcis:LANDING.0675459,0,urn:epc:idpat:sgtin:0675459.502984,urn:epc:id:sgln:0675459.59752,urn:epc:id:pgln:0675459.59752,0675459.59752.1285858,
Ocean Seafoods,urn:epc:class:lgtin:1278949.323717.4d46ed04cff5ca98b,grouper,978,kg,"2023-07-12 - 2023-07-21
Major Fishing Area 10
Southern Atlantic",1278949.60750,2023-07-24,urn:epcglobal:epcis:LANDING.1278949,0,urn:epc:idpat:sgtin:1278949.323717,urn:epc:id:sgln:1278949.60750,urn:epc:id:pgln:1278949.60750,1278949.60750.8572424,
Aqua Seafoods,urn:epc:class:lgtin:1071645.854813.6682e0dd2665fe5f3,swordfish,520,lb,"2023-07-16 - 2023-07-23
Major Fishing Area 1
Southern Atlantic",1071645.21066,2023-07-24,urn:epcglobal:epcis:LANDING.1071645,0,urn:epc:idpat:sgtin:1071645.854813,urn:epc:id:sgln:1071645.21066,urn:epc:id:pgln:1071645.21066,1071645.21066.1038936,
