businessType,businessName,primaryPhone,streetAddress,city,state,zip,companyPrefix,sizeWeight,gln
farm,Misty Acres Farm,(257)520-2088,05829 Randolph Extensions,Stoneview,LA,22566,1250308,0.05,1250308.77255
wholesaler,Wholesome Provisions,6995163041,7522 Michael Creek Apt. 259,Michaelfort,NH,58948,0980911,0.05,0980911.79473
distributor,International Supply,3765402302,4277 Joshua Canyon,Erinburgh,MO,36023,1161522,0.05,1161522.41342
distributor,Gourmet Network,294-773-6148,146 Young Circles Apt. 766,Christopherton,TX,08247,0978341,0.8,0978341.55567
processor,Global Kitchen,(730)550-1868,882 Kelly Extensions Apt. 729,Perryborough,ME,64872,1099005,0.05,1099005.65592
groceryNoTransform,Healthy Outlet,(950)925-7518,9660 Sandoval Branch Suite 533,East Lydiabury,WA,45277,1156244,0.15,1156244.12392
packaging,Secure Seal,693-925-3327,8683 Snyder Meadow,Pruittton,GU,42657,0983398,0.05,0983398.13113
packaging,Global Containers,9414553791,4280 Erica Unions,Kathytown,CO,22844,0768722,0.05,0768722.37895
farm,Lucky Grove Farm,210-505-3964,8311 Betty Lakes,Leahberg,AZ,90613,0964444,0.05,0964444.64887
distributor,Trusted Services,(642)271-2464,549 Melissa Well Suite 267,New Stephaniemouth,DE,66144,0789952,0.8,0789952.39724
grocery,Wholesome Mart,228-817-9205,393 Teresa Crescent,Michaelfurt,MP,25345,1237657,0.05,1237657.28787
landBasedReceiver,Tidal Coast,8685044641,2094 Lori Circle Suite 851,New Guy,NC,30350,1167720,0.05,1167720.37931
groceryNoTransform,Delicious Bazaar,811-921-4916,34687 Perez Drive Apt. 370,Carolynchester,AR,43567,0988015,0.05,0988015.34458
processor,Fresh Solutions,6379626295,2486 Nguyen Ramp Apt. 632,Michelleborough,IN,89773,0863311,0.05,0863311.67731
packaging,Innovative Encase,319-520-8978,57512 Laura Islands,North Davidport,GU,40091,1280057,0.15,1280057.80201
farm,Breezy Valley Farm,903-464-5476,0616 Zavala Keys,Julietown,DC,42565,1129869,0.15,1129869.68253
packaging,Global Packaging,4363592761,495 Angela Alley,Stewartbury,MH,18408,0688780,0.05,0688780.28530
wholesaler,Select Supplies,9984440644,16391 Susan Point,Lake Janet,PR,70652,1043625,0.05,1043625.22413
packaging,Advanced Wrap,640-906-5603,9437 Ruben Center Suite 408,Kevinshire,CT,75557,1148379,0.05,1148379.86244
farm,Peaceful Orchard Farm,(666)732-8982,449 Cynthia Manor Suite 878,Byrdshire,PR,94497,0875496,0.05,0875496.62041
restaurant,Cozy Cafe,3215392228,39212 Noble Pike,Jamesfurt,FL,15581,0774006,0.05,0774006.50348
landBasedReceiver,Coastal Delights,9163687499,67541 Anthony Gardens,Rossburgh,HI,64488,0912866,0.15,0912866.52865
groceryNoTransform,Delicious Store,3538113619,76098 Carrie Shoals Apt. 308,East Christopher,VI,79027,0720414,0.05,0720414.90968
farm,Lucky Harvest Farm,358-889-4227,08346 Matthew Drive Apt. 647,Port Tyler,MA,67148,0898873,0.15,0898873.73352
grocery,Fine Outlet,392-249-6105,2721 Keith Mountain Apt. 808,Catherineside,MN,33092,0745554,0.8,0745554.31477
farm,Sunny Orchard Farm,218-691-3060,3417 Dyer Squares Suite 654,Ritterport,UT,27971,1288158,0.05,1288158.51882
processor,Pure Manufacturing,774-773-3819,92069 Contreras Harbors,Lake Sean,WY,92606,0954003,0.05,0954003.58085
seafoodFarm,Aqua Fish Haven,(648)305-1163,7876 Davis Crest Suite 195,Port Jacob,GA,28379,0729410,0.8,0729410.55979
wholesaler,Wholesome Market,2838247143,9908 Murray Lodge,Samanthashire,SD,01844,1268084,0.05,1268084.67004
farm,Whispering Fields Farm,(201)896-2215,8784 Cheryl Harbors Apt. 197,Victoriastad,MT,77933,1383390,0.05,1383390.34179
wholesaler,Global Wholesale,440-696-6208,53839 Cortez Burgs Apt. 962,North Danahaven,KS,80558,1060202,0.8,1060202.66609
grocery,Premium Grocery,(780)256-0101,233 Cohen Mews Apt. 913,Port Alexis,IN,44516,0664797,0.15,0664797.56210
distributor,Quality Trade,903-427-1744,7337 Kathy Green,New Steven,NM,62007,1076863,0.05,1076863.51736
processor,Premium Cuisine,9814152211,6640 Wyatt Summit Suite 220,East Garyview,VA,34454,1252073,0.15,1252073.94883
packaging,Innovative Pack,823-622-5049,170 Flores Neck,Port Janetfort,VA,20037,0744336,0.05,0744336.59035
packaging,Green Seal,5474217650,386 Melissa Well Suite 422,Mendozahaven,VT,32970,1192986,0.05,1192986.61136
distributor,Global Exim,(733)318-7292,118 Gentry Bridge Apt. 725,Marthamouth,OK,53433,0727237,0.05,0727237.79031
landBasedReceiver,Aqua Mariscos,4637861764,4867 Smith Row Apt. 961,Bruceshire,MS,92452,0623610,0.15,0623610.70169
restaurant,Tasty Bistro,(217)888-4009,5876 Beard Mission,New Ashleyport,AS,40497,1265993,0.15,1265993.31248
wholesaler,Prime Traders,327-565-1374,096 Belinda Brooks Suite 828,North Christopher,IL,79414,0948782,0.05,0948782.87815
seafoodFarm,Sea Aquafarm,5037905451,698 William Flat,Dixonborough,NY,22037,1045430,0.05,1045430.48892
processor,Natural Operations,702-865-8761,991 Arthur Club Apt. 757,Charlesshire,VI,12024,1338199,0.05,1338199.57310
restaurant,Authentic Cuisine,345-582-9144,619 Green Causeway Suite 433,Princeshire,WV,10686,0814920,0.05,0814920.11661
restaurant,Authentic Bistro,602-408-3049,7483 Nathan Center Apt. 149,West Brucestad,DE,58808,1072077,0.05,1072077.83496
groceryNoTransform,Premium Foods,8788775577,016 Simmons Squares Apt. 258,Bradshawberg,OH,20742,0885428,0.05,0885428.57599
processor,Healthy Manufacturing,(741)960-9097,71226 Chelsey Port,Michelleburgh,HI,79472,0750027,0.05,0750027.67448
packaging,Eco Wraps,(437)526-1207,12102 Rebecca Fork,South Raymond,PW,57659,0765967,0.15,0765967.14038
farm,Misty Valley Farm,423-789-2166,3363 Frank Union Apt. 280,Frenchtown,MH,61927,1379507,0.15,1379507.75466
restaurant,Tasty Cafe,951-408-7667,827 Robert Brook Suite 311,North Stevenview,MI,61894,1313317,0.15,1313317.40106
distributor,Premium Wholesalers,(517)821-7701,70984 Butler Extension Apt. 039,Jonesside,OR,78575,1246197,0.05,1246197.91545
farm,Misty Grove Farm,6213851424,0503 Carly Place,Downsfurt,CA,98209,1090002,0.05,1090002.67562
packaging,Bio Solutions,632-528-0188,6407 Scott Dale,Port Kelly,MO,78278,1259201,0.05,1259201.44442
processor,Natural Solutions,225-946-4470,074 Morton Summit,New Bobbymouth,WI,60160,0987325,0.15,0987325.50443
restaurant,Charming Brasserie,409-207-5233,20227 Wheeler Mount,South Lesliefort,WI,07335,0616634,0.15,0616634.26364
wholesaler,Global Distributors,9384800807,7514 Mitchell Flats Apt. 450,Turnerbury,MP,81308,1240248,0.05,1240248.23400
landBasedReceiver,Coastal Catchers,7622545510,97978 Carlos Causeway,Kimberlymouth,CT,01260,1123942,0.05,1123942.26808
farm,Happy Grove Farm,2104822547,3401 Cole Throughway Apt. 405,New Markborough,MN,43267,0897274,0.05,0897274.92557
restaurant,Authentic Cuisine,8373785841,47433 Lowe Spur,Smithchester,ME,21789,0783913,0.8,0783913.62172
packaging,Advanced Encase,615-970-1894,3098 Taylor Shoals Suite 862,Nathanberg,SC,22494,0938030,0.15,0938030.60078
farm,Green Orchard Farm,(535)623-2864,26015 Sean Points Apt. 797,Evanstown,RI,41443,0697309,0.05,0697309.59481
wholesaler,Global Imports,267-587-6412,581 Matthew Glen,West Stephanie,MI,72380,0860343,0.15,0860343.48722
landBasedReceiver,Fresh Seafoods,8714532508,867 Amber Stream Suite 909,Turnerbury,AK,85218,0989423,0.8,0989423.71961
groceryNoTransform,Natural Emporium,(751)949-2061,05999 Lisa Point Suite 061,Lake Shawn,CO,43586,1033003,0.05,1033003.46463
seafoodFarm,Marine Fishery,521-512-3727,0129 Thomas Cliff Suite 264,East Alexaburgh,LA,60379,1182211,0.15,1182211.91291
distributor,Premium Imports,3915526857,395 Johnson Rapids Suite 114,Laurieton,AZ,92238,0612903,0.15,0612903.59166
landBasedReceiver,Marine Maritime,672-310-8970,4625 Michael View,New Michelle,GA,31929,1087774,0.8,1087774.52772
farm,Lucky Hills Farm,7026138143,961 Mayo Course Apt. 385,North Christopher,OK,30508,1249197,0.05,1249197.67947
seafoodFarm,Blue Fishery,(574)352-2725,9839 Derek Mountain Apt. 905,East Karenmouth,HI,47660,1349912,0.05,1349912.44339
farm,Green Grove Farm,920-675-4246,26501 Elizabeth Viaduct,Shannonport,OK,90236,0833877,0.15,0833877.99467
packaging,Advanced Solutions,938-672-3144,531 John Prairie,Loriside,AK,85683,1248281,0.05,1248281.89723
restaurant,Gourmet Eatery,4105849955,9702 Bean Circles Apt. 783,Lake Jeffreyton,KY,25350,1130261,0.15,1130261.30666
grocery,Gourmet Foods,947-760-4751,401 Joshua Knoll,Lopezside,FM,43766,1165007,0.05,1165007.35694
landBasedReceiver,Deep Mariscos,445-755-4393,5862 Carla Lane,West Patrickland,ME,97690,1158698,0.15,1158698.11424
packaging,Global Pack,639-694-7793,581 Diaz Run Suite 964,North Bryan,NV,91301,1142765,0.05,1142765.37141
processor,Global Manufacturing,9979234238,740 Bender Plains Apt. 236,Scottside,NE,90531,1349639,0.15,1349639.38419
grocery,Healthy Market,6425375819,938 Zachary Streets Suite 882,Stephenfort,WI,39179,0889279,0.05,0889279.83689
restaurant,Delicious Cafe,(932)325-2432,756 Julie Hills Suite 526,New Alexmouth,TN,01438,0663884,0.05,0663884.83961
farm,Green Orchard Farm,7507082312,6222 Ryan Extensions Suite 889,Littleview,DC,47187,0653525,0.15,0653525.64757
seafoodFarm,Ocean Aquaculture,593-804-1948,509 Heather Stream,South Williamside,DE,23830,1045146,0.05,1045146.79477
restaurant,Savory Kitchen,845-847-2148,39716 Weber Manor Suite 946,Wilsonbury,CT,02555,0657106,0.15,0657106.45027
seafoodFarm,Blue Aquaculture,675-928-3906,6793 Jorge Fall,South Kristin,WA,10556,1367714,0.15,1367714.49950
groceryNoTransform,Fine Shop,(233)901-0072,0169 Wilkerson Manor,North Bobbytown,MN,69641,1397978,0.05,1397978.21389
packaging,Global Pack,5145244382,00788 Henderson Spurs,Lake Hannah,NC,02562,1075484,0.15,1075484.85075
farm,Misty Orchard Farm,680-842-5581,7835 Alex Centers Suite 995,Andersonton,UT,65676,1120592,0.15,1120592.40879
seafoodFarm,Aqua Fishery,6683110311,0278 Patrick Rue,North Curtisside,AK,94557,1362973,0.15,1362973.15381
restaurant,Savory Kitchen,(237)663-4751,496 Sarah Land Apt. 000,Port Adamtown,MH,36402,0923302,0.15,0923302.61849
packaging,Advanced Seal,(358)272-7543,35166 Sean Parkways,South Bonnie,IA,41938,0867124,0.05,0867124.90572
farm,Breezy Grove Farm,4416971766,010 Terrance Inlet Apt. 882,Brownside,WY,36949,1364152,0.15,1364152.37132
groceryNoTransform,Natural Market,862-977-9126,62388 Stafford Springs,Pierceton,AR,70592,1166361,0.05,1166361.43841
restaurant,Charming Brasserie,544-433-0273,13466 Nelson Cove,North Cody,SC,72223,1394687,0.05,1394687.53749
distributor,Global Supply,247-908-1949,21099 Michele Island,Simsfort,PR,52174,0692040,0.05,0692040.97495
wholesaler,Select Distributors,(683)560-0102,219 Gregory Crescent Apt. 643,Williamhaven,FL,15630,1088917,0.05,1088917.34927
restaurant,Fusion Restaurant,2925261422,702 Christine Center,Chapmanside,WI,79430,1060947,0.05,1060947.86493
wholesaler,Prime Foods,3439313229,957 Hannah Wells Suite 360,Hurstshire,SD,42328,1138397,0.05,1138397.62972
farm,Lucky Harvest Farm,(507)245-1214,352 Ronald Streets,Richardburgh,MO,40958,1361582,0.8,1361582.19611
distributor,Global Trade,965-317-1196,5745 Jared Plaza,South Jasonfort,CA,38747,1029232,0.15,1029232.37567
processor,Pure Manufacturing,(832)433-0963,54751 Amanda Streets Apt. 981,North Michaelstad,LA,88955,0737024,0.15,0737024.17200
wholesaler,Premium Market,7213249947,8427 Jessica Mall Apt. 953,Rachelchester,PR,71872,0699669,0.15,0699669.33302
distributor,Gourmet Wholesalers,430-268-1160,72020 Jonathan Junction,North Stephaniechester,DC,40119,1219798,0.15,1219798.44731
grocery,Tasty Corner,(579)383-1977,7035 Reed Gardens Apt. 580,East Julia,MD,39990,0983577,0.05,0983577.74286
seafoodFarm,Blue Fishery,522-456-3097,4231 Susan Throughway,Grossborough,NH,41155,0751070,0.05,0751070.31234
restaurant,Cozy Bistro,878-653-6014,911 Allen Rapids,South Andrew,DC,51986,1131844,0.05,1131844.15375
farm,Green Valley Farm,(703)697-9785,032 James Track,North Rebeccabury,NH,08061,0884858,0.05,0884858.53171
seafoodFarm,Ocean Fish Farm,(895)964-0102,122 Laura Shore Suite 582,Lake Chloe,NJ,81010,1263151,0.8,1263151.86757
grocery,Gourmet Grocery,(721)385-6740,730 Troy Centers Apt. 937,Brandtstad,LA,44310,0612498,0.05,0612498.60548
groceryNoTransform,Premium Bazaar,4172668782,582 Brian Ridges,West Brent,MO,53811,1133479,0.05,1133479.21084
farm,Breezy Harvest Farm,913-422-9317,38786 Peter Brooks Apt. 968,Wallshaven,TX,85993,0755984,0.05,0755984.28810
groceryNoTransform,Premium Bazaar,(472)850-6594,979 Jennifer Tunnel,Christopherburgh,KS,42865,0978476,0.15,0978476.99144
farm,Happy Fields Farm,7449555956,69750 Scott Grove,Lake Christinafort,UT,76871,0633443,0.05,0633443.49118
restaurant,Flavorful Cuisine,(334)703-9217,7965 Hayes Junctions,Toddberg,IL,16640,1227168,0.05,1227168.19851
landBasedReceiver,Deep Delights,9087597594,68696 Timothy Trace Apt. 691,Edwardstad,MS,64696,0831833,0.8,0831833.69717
farm,Breezy Grove Farm,420-758-1970,0315 Harris Fields,Stewartborough,LA,23856,0645159,0.05,0645159.34365
restaurant,Charming Eatery,(274)938-8713,7348 Brady Meadow Suite 132,East Davidberg,WV,79545,1262478,0.05,1262478.23465
packaging,Eco Wrap,(580)844-6778,47083 Tammy Courts Apt. 647,Gonzalezmouth,OH,34790,1154984,0.05,1154984.67201
packaging,Secure Solutions,(366)650-7571,50404 Robert Dale,New Daniel,HI,71484,0733525,0.05,0733525.81110
packaging,Secure Seal,9684117908,1304 Whitney Rapids,West Williammouth,WA,02133,1144702,0.05,1144702.40791
restaurant,Gourmet Kitchen,4185928146,3900 Hays Center Apt. 171,East Kevinstad,ND,17711,0976752,0.15,0976752.15934
packaging,Innovative Box,585-753-2584,853 Marc Harbor,South Jasmin,IA,80723,0953578,0.15,0953578.59170
seafoodFarm,Aqua Fishery,4115142208,72595 Ariel Place Apt. 876,West Jennifershire,NY,17698,0774732,0.05,0774732.71021
grocery,Tasty Market,978-858-3636,319 Robbins Run,Whitefurt,VT,16955,1350727,0.15,1350727.20205
groceryNoTransform,Healthy Foods,356-586-3507,438 Rachel Mount,South Brianland,HI,01709,0687551,0.05,0687551.52719
grocery,Natural Store,(903)905-1347,051 Barbara Mount Suite 804,West Patriciashire,MO,07951,1290682,0.05,1290682.77880
groceryNoTransform,Organic Emporium,9426319317,029 Angela Route Suite 909,Taylorview,DE,46177,0997742,0.05,0997742.70507
restaurant,Charming Cafe,(226)923-2166,0283 Rowe Run,South Regina,GA,95878,0786281,0.05,0786281.23811
groceryNoTransform,Fine Foods,812-556-8252,198 Martin Wall Apt. 249,South Kathy,DE,42712,0837873,0.05,0837873.12393
landBasedReceiver,Fresh Bay,9618971386,0584 Smith Land,Pattyburgh,TX,23866,1170415,0.05,1170415.71080
farm,Sunny Valley Farm,(263)909-8274,66504 Jeffrey Throughway,Youngville,LA,44626,1360972,0.05,1360972.20294
grocery,Wholesome Outlet,3023300393,5910 Long Walks,Lake Christineberg,ME,72557,1336778,0.05,1336778.87587
packaging,Green Containers,(609)421-0645,031 David Drives,East William,KY,09379,1322526,0.05,1322526.16770
farm,Green Harvest Farm,4062622591,388 Wallace Alley Suite 272,Brooketown,TN,99640,0615383,0.05,0615383.78519
distributor,Superior Distribution,210-684-4328,19473 Denise Trail Suite 354,Jacquelineland,GU,13742,0913215,0.05,0913215.33195
seafoodFarm,Sea Aquaculture,5765572804,927 Richard Shoals Suite 442,Port Kristystad,RI,21032,1217342,0.05,1217342.80490
landBasedReceiver,Wave Aquatics,(253)332-1383,27693 Michael Mountains,West Elizabeth,NY,77136,1170729,0.05,1170729.83418
farm,Peaceful Hills Farm,(389)558-4459,21248 Olson Valleys Apt. 920,Nicolefurt,OK,27850,0850149,0.05,0850149.64901
packaging,Bio Encase,(752)784-5801,25942 Perez Burgs Apt. 742,South Lisa,MN,73348,0791905,0.15,0791905.32200
farm,Happy Grove Farm,358-900-2153,7113 Allen Lake Suite 147,Amyshire,FL,35809,0934058,0.05,0934058.82972
farm,Green Grove Farm,951-645-0532,9021 Dennis Expressway Suite 859,Joycebury,NH,16597,1094568,0.05,1094568.24049
grocery,Healthy Corner,460-944-1964,3998 Bond Centers,Kyletown,PA,59524,0755657,0.05,0755657.21183
processor,Healthy Kitchen,871-615-4602,8296 Teresa Well,Cervantesport,TX,44971,1253694,0.05,1253694.42789
landBasedReceiver,Sea Fisheries,5016959926,71430 Sean Stream Suite 958,Lake Garrettview,OR,53448,1315505,0.15,1315505.83674
grocery,Premium Market,4312850748,82055 Byrd Mountain Suite 458,Barnesberg,TN,90076,1378113,0.05,1378113.40633
packaging,Fresh Encase,9664916950,38535 Mckenzie Point Suite 623,South Justin,ID,50476,1085139,0.15,1085139.41209
farm,Golden Pastures Farm,(710)384-0831,971 Johnson Ports,West Nicholaston,SC,12115,0619521,0.05,0619521.50868
groceryNoTransform,Fresh Grocery,(361)267-5038,32724 Hernandez Spring Apt. 561,New Karenfort,MP,87924,1084877,0.15,1084877.18937
wholesaler,Gourmet Trading,9707764839,279 Chase Isle Apt. 090,North Nicole,AL,73439,1132992,0.05,1132992.69272
processor,Innovative Cuisine,279-763-2978,6683 Berg Rapid,East Nicole,KS,29857,1251424,0.05,1251424.77650
wholesaler,Fresh Wholesale,950-934-1674,3216 Martin Prairie Apt. 133,South Amberfort,PA,48596,1093970,0.05,1093970.40423
farm,Misty Harvest Farm,2043993702,24022 Carlson Court,Lake Ronald,ND,09977,1066752,0.05,1066752.10059
restaurant,Fusion Tavern,7632555633,2072 Hansen Shore,Samuelburgh,NM,57891,1111542,0.05,1111542.43714
farm,Happy Harvest Farm,791-719-6856,542 Burton Radial,New Richardmouth,NH,04115,0645618,0.8,0645618.43902
groceryNoTransform,Delicious Store,755-741-9444,04481 Amanda Junction Apt. 534,Deniseberg,MA,28894,1238575,0.05,1238575.26076
packaging,Innovative Solutions,239-677-8412,037 Tyler Knoll Suite 275,Port Mark,CT,45190,1036932,0.05,1036932.75798
processor,Premium Industries,(712)817-2971,8961 James Creek Suite 085,Port George,AZ,77716,1230608,0.05,1230608.17826
wholesaler,Premium Supplies,6072482722,6819 Cynthia Meadow,Lake Elizabeth,CT,51011,1326542,0.15,1326542.46247
distributor,Trusted Distribution,(375)319-5145,0758 Alexandra Park,Lake Tracystad,NV,04439,0816819,0.05,0816819.52769
processor,Wholesome Operations,(839)405-0985,16978 Brewer Walk,North Jeffreyville,FL,14017,1068574,0.05,1068574.91292
farm,Lucky Acres Farm,(417)258-3271,730 Hoffman Isle,Meadowsfurt,SC,21700,1323913,0.8,1323913.48989
packaging,Fresh Containers,(691)364-0111,1985 Alexis Light,West Casey,VI,28796,0935024,0.8,0935024.36498
restaurant,Gourmet Tavern,(209)818-2632,057 Alvarez Unions Suite 161,Elizabethberg,LA,67820,0999116,0.05,0999116.69483
farm,Green Pastures Farm,6937282839,346 Murphy Fort Suite 918,New Carolyn,MS,02944,0675593,0.15,0675593.81844
landBasedReceiver,Fresh Fisheries,(900)359-5072,39476 Brian Burgs Apt. 913,Williamston,GA,64940,1066514,0.05,1066514.29921
wholesaler,Prime Trading,816-996-8281,57300 Tabitha Lake Apt. 737,Teresamouth,LA,75035,0982148,0.05,0982148.10562
seafoodFarm,Sea Fishery,9426280635,6046 Nicole Fords,Port Timothyport,AK,37720,1132934,0.05,1132934.49917
seafoodFarm,Ocean Fishery,720-308-3301,616 Young Spring,Chavezside,RI,73211,1113102,0.15,1113102.65590
groceryNoTransform,Organic Market,551-272-7289,2593 Rice Village,Lake Douglas,SC,61052,0792210,0.05,0792210.13620
farm,Green Fields Farm,540-218-7780,4864 Oneill Prairie Suite 303,Jeremiahfort,ID,28590,0832642,0.05,0832642.31245
packaging,Advanced Wrap,216-758-5943,55819 Jim Ramp Apt. 970,Mcdanielbury,AZ,57317,0813670,0.05,0813670.57094
seafoodFarm,Aqua Fish Haven,372-836-5437,1314 Cannon Estate,Reillyburgh,NY,53369,0974943,0.05,0974943.26255
wholesaler,Global Distributors,343-625-7125,639 Rice Way Suite 169,Emilytown,DE,58621,0939672,0.05,0939672.88687
restaurant,Flavorful Tavern,(263)887-8455,451 Collins Pass Apt. 863,New Anthony,WV,19191,1038804,0.05,1038804.89818
grocery,Healthy Corner,(863)275-9935,2643 Bass Station Suite 034,New Mariomouth,TN,41735,1360209,0.05,1360209.28221
groceryNoTransform,Gourmet Market,(307)980-3931,29436 Lane Track Suite 586,Watershaven,NJ,01437,1338269,0.8,1338269.38340
landBasedReceiver,Aqua Aquatics,570-489-1870,92404 Sabrina Springs,Lake Markview,MS,74804,0765921,0.05,0765921.93775
packaging,Green Box,616-732-2952,530 Murphy Vista Apt. 668,Mooremouth,FM,74310,0928256,0.15,0928256.57711
groceryNoTransform,Delicious Foods,3657863603,14852 Diaz Mountain,Port Lindsay,KS,07818,0917889,0.05,0917889.75014
